"NMR.exp" "Population" "X0.681361" "X0.701401" "X0.721441" "X0.741481" "X0.761521" "X0.781561" "X0.801601" "X0.821641" "X0.841681" "X0.861721" "X0.881761" "X0.901801" "X0.921841" "X0.941881" "X0.961921" "X0.981961" "X1.002" "X1.02204" "X1.04208" "X1.06212" "X1.08216" "X1.1022" "X1.12224" "X1.14228" "X1.16232" "X1.18236" "X1.2024" "X1.22244" "X1.24248" "X1.26252" "X1.28256" "X1.3026" "X1.32264" "X1.34268" "X1.36272" "X1.38276" "X1.4028" "X1.42284" "X1.44288" "X1.46292" "X1.48296" "X1.503" "X1.6032" "X1.62324" "X1.64328" "X1.66332" "X1.68336" "X1.7034" "X1.72344" "X1.74348" "X1.76352" "X1.78356" "X1.8036" "X1.82364" "X1.84368" "X1.86372" "X1.88376" "X1.9038" "X1.92384" "X1.94388" "X1.96392" "X1.98396" "X2.004" "X2.02404" "X2.04408" "X2.06412" "X2.08416" "X2.1042" "X2.12424" "X2.14428" "X2.16432" "X2.18436" "X2.2044" "X2.22444" "X2.24448" "X2.26452" "X2.28456" "X2.3046" "X2.32464" "X2.34468" "X2.36472" "X2.38476" "X2.4048" "X2.42484" "X2.44488" "X2.46492" "X2.48496" "X2.505" "X2.52504" "X2.54508" "X2.56512" "X2.58516" "X2.6052" "X2.62524" "X2.64528" "X2.66532" "X2.68536" "X2.7054" "X2.72544" "X2.74548" "X2.76552" "X2.78556" "X2.8056" "X2.82564" "X2.84568" "X2.86572" "X2.88576" "X2.9058" "X2.92584" "X2.94588" "X2.96592" "X2.98596" "X3.006" "X3.02604" "X3.04608" "X3.06612" "X3.08616" "X3.1062" "X3.12624" "X3.14628" "X3.16632" "X3.18636" "X3.2064" "X3.22644" "X3.24648" "X3.26652" "X3.28656" "X3.3066" "X3.32664" "X3.34668" "X3.36672" "X3.38676" "X3.4068" "X3.42684" "X3.44688" "X3.46692" "X3.48696" "X3.507" "X3.52704" "X3.54708" "X3.56712" "X3.58716" "X3.6072" "X3.62724" "X3.64728" "X3.66732" "X3.68736" "X3.7074" "X3.72744" "X3.74748" "X3.76752" "X3.78756" "X3.8076" "X3.82764" "X3.84768" "X3.86772" "X3.88776" "X3.9078" "X3.92784" "X3.94788" "X3.96792" "X3.98796" "X4.008" "X4.02804" "X4.04808" "X4.06812" "X4.08816" "X4.1082" "X4.12824" "X4.14828" "X4.16832" "X4.18836" "X4.2084" "X4.22844" "X4.24848" "X4.26852" "X4.28856" "X4.3086" "X4.32864" "X4.34868" "X4.36872" "X4.38876" "X4.4088" "X4.42884" "X4.44888" "X4.46892" "X4.48896" "X4.509" "X4.52904" "X4.54908" "X4.56912" "X4.58916" "X4.6092" "X4.62924" "X4.64928" "X4.66932" "X4.68936" "X4.7094" "X4.72944" "X4.74948" "X4.76952" "X4.78956" "X4.8096" "X4.82964" "X4.84968" "X4.86972" "X4.88976" "X4.9098" "X4.92984" "X4.94988" "X4.96992" "X4.98996" "X5.01" "X5.03004" "X5.05008" "X5.07012" "X5.09016" "X5.1102" "X5.13025" "X5.15029" "X5.17033" "X5.19037" "X5.21041" "X5.23045" "X5.25049" "X5.27053" "X5.29057" "X5.31061" "X5.33065" "X5.35069" "X5.37073" "X5.39077" "X5.41081" "X5.43085" "X5.45089" "X5.47093" "X5.49097" "X5.51101" "X5.53105" "X5.55109"
601 "O" 148.809 17.266 18.674 21.384 69.47 210.893 507.366 801.349 3360.8 5137.01 527.376 128.97 94.463 154.699 219.49 491.165 97.602 126.519 302.811 318.454 151.154 204.251 273.719 106.738 160.888 280.334 1017.43 15705 10996.7 10465 10231.5 6485.16 4325.92 1424.88 371.07 264.03 292.081 280.348 234.995 252.473 390.272 275.292 1709.69 1098.1 326.023 286.682 268.097 203.596 119.88 185.688 60.362 84.233 241.939 210.973 88.817 74.894 77.286 95.06 168.208 273.877 772.593 3186.19 1104.29 2369.31 549.771 130.342 119.781 150.041 113.661 113.661 46.28 58.465 87.089 128.967 126.371 185.605 603.9 1503.7 1000.26 1311.91 128.221 -3.125 -6.898 -13.5 -10.51 153.257 35.946 10.925 8.247 7.616 7.063 11.776 10.947 9.688 11.039 14.454 21.554 36.253 53.813 219.849 984.547 236.879 335.677 182.607 131.414 8.049 1.939 -2.206 -2.227 -2.437 -1.954 -0.445 -2.019 -1.702 -1.058 -0.734 1.27 2.284 2.697 1.882 5.182 22.225 196.567 3.332 3.579 13.426 31.464 38.352 148.657 97.838 35.488 19.343 14.598 17.29 12.002 6.81 16.066 41.437 75.346 20.654 10.646 22.307 30.131 22.008 54.968 402.741 33.611 35.841 45.951 35.787 17.551 22.755 10.593 17.219 10.997 6.215 6.663 10.113 27.053 13.462 17.053 18.607 11.099 18.729 45.225 30.356 25.049 16.583 175.864 482.042 54.395 34.226 27.661 12.316 15.44 20.24 457.791 119.439 25.757 15.036 15.548 19.011 27.991 12.608 6.41 4.892 4.127 3.634 3.093 3.285 3.419 7.319 16.064 8.171 5.35 5.283 3.23 4.994 2.046 0.49 -0.156 -0.018 -0.259 -0.642 -0.002 -0.847 -1.458 -1.331 1.172 -0.81 -1.808 -2.694 -2.36 -3.328 -1.789 2.418 6.679 13.011 4.2 1.167 4.679 1.956 -1.202 5.164 130.851 167.588 22.994 227.18 1483.47 2061.47 1423.58 850.798 218.017 64.399 39.272 19.78 13.991 12.169 11.033 13.138
611 "S" 112.275 13.045 15.163 17.263 78.714 263.06 512.389 757.815 3598.16 6001.05 413.744 113.147 97.381 150.34 179.129 363.186 85.458 101.964 224.709 237.382 115.54 141.533 181.249 69.867 126.045 210.944 873.142 16627.3 13414.1 14979.1 13124.9 7058.04 3895.35 1464.04 520.898 415.67 417.775 402.699 398.591 453.087 624.943 720.888 1265.15 455.206 199.747 223.111 184.02 100.34 65.1 130.577 21.162 37.676 141.593 137.754 53.68 44.187 50.367 74.643 157.473 257.465 950.076 4280.44 1231.28 2562.48 540.505 146.601 163.028 109.779 82.613 82.613 38.571 48.677 72.739 111.462 122.23 199.125 942.784 3783.98 869.733 475.687 72.346 7.815 -2.772 -7.05 -4.847 140.583 34.685 12.848 11.216 10.017 10.488 13.627 13.515 12.553 14.279 17.413 25.876 40.624 56.651 258.652 1073.2 226.556 312.335 157.247 117.816 22.318 3.316 1.14 0.094 -0.4 -0.666 -0.321 0.006 0.286 0.382 0.597 0.911 1.463 2.237 1.394 3.603 23.718 170.269 -1.033 0.942 8.294 17.852 17.506 125.056 155.618 30.505 12.845 10.61 12.126 8.233 1.092 2.093 25.312 52.795 11.648 1.784 10.349 24.669 14.958 12.117 79.187 21.359 26.189 47.638 15.5 2.161 13.657 -0.26 2.874 -1.533 -4.069 -4.594 -1.719 15.045 4.774 6.888 5.225 0.046 19.055 16.775 10.9 5.902 -0.043 430.996 1396.58 82.001 32.505 30.033 7.772 6.146 32.111 1415.34 342.517 47.796 27.381 27.396 32.702 37.528 17.926 9.412 6.183 3.858 2.811 2.571 2.87 5.104 5.313 12.091 5.272 3.428 3.666 1.848 3.389 1.569 -0.085 0.098 -0.091 0.088 -0.161 0.232 -0.151 0.302 0.205 2.675 0.356 -0.217 -0.529 -0.489 -0.805 -0.233 5.262 9.434 13.509 6.289 3.548 7.86 8.296 1.553 16.513 388.424 517.113 10.105 268.91 1892.1 2415.98 1515.62 877.177 212.984 73.455 47.97 25.592 20.444 17.542 16.396 18.203
621 "K" 48.815 2.926 2.226 1.265 20.645 112.786 271.664 401.245 1095.54 1774.14 249.888 110.818 87.874 83.195 98.636 175.472 82.137 82.233 144.158 140.778 87.144 87.167 103.473 44.229 58.234 98.133 292.35 4976.62 4064.22 3870.78 3518.48 2262.27 1421.98 707.751 378.901 364.031 413.31 402.56 463.05 616.579 1044.22 2830.05 326.142 286.374 129.189 108.583 92.747 55.525 38.147 103.268 1.584 1.788 40.732 47.039 10.62 3.237 3.843 8.544 28.653 57.938 221.482 1105.06 338.125 626.528 170.2 48.657 40.181 39.896 31.877 31.877 11.93 21.506 35.987 30.852 33.042 54.215 199.064 698.957 214.547 267.123 60.602 10.767 3.267 -1.752 -3.976 127.363 32.75 10.83 7.745 5.581 4.877 6.972 5.962 4.445 3.585 4.079 8.177 11 14.384 54.634 255.104 66.205 89.797 49.849 40.468 7.669 2.293 0.363 0.132 -0.111 -0.172 0.012 -0.304 -0.255 0.225 0.1 -0.236 -0.207 1.053 0.901 2.195 19.37 153.976 3.247 2.428 8.386 14.568 9.425 4.688 31.091 18.482 0.949 1.812 1.922 1.716 0.818 5.358 9.537 17.55 4.149 1.358 5.127 12.387 4.685 11.078 72.5 18.857 18.091 10.225 3.903 2.217 0.196 2.258 5.156 1.63 -1.304 -1.454 -1.015 8.65 0.806 0.599 1.44 1.143 -0.881 11.767 10.627 7.693 1.15 76.463 252.811 22.813 12.041 12.139 2.113 6.204 5.193 242.193 67.775 12.024 6.006 5.139 3.565 3.547 3.039 0.899 0.167 -0.176 -0.247 0.193 -0.02 0.138 2.385 6.684 3.074 2.308 3.112 1.435 2.586 1.28 0.111 0.104 -0.006 -0.122 0.201 0.136 -0.467 -0.204 0.083 0.471 -0.345 -0.493 -1.061 -0.525 -1.162 -0.311 1.945 2.473 4.365 1.607 0.647 -0.508 1.564 -1.606 -0.678 64.356 93.294 8.874 66.465 451.145 650.215 387.553 224.866 58.087 18.169 9.443 3.531 2.47 1.609 0.918 3.204
631 "S" 162.581 11.999 12.728 14.527 53.513 178.324 409.058 652.678 2611.14 4270.06 495.905 141.191 75.912 149.974 204.656 448.053 68.36 104.205 268.257 286.481 124.466 161.348 226.737 80.158 118.493 212.9 739.46 11629.3 9128.26 8383.75 8521.16 5633.57 3929.55 1274.63 348.434 246.967 260.564 252.613 225.569 231.818 363.81 246.542 1436.73 1175.26 313.916 266.236 262.574 214.114 116.03 179.106 58.371 76.418 210.36 184.469 74.152 61.145 63.953 78.613 140.729 232.238 601.774 2710.51 916.362 1896.59 495.402 125.782 99.484 144.637 127.421 127.421 37.382 49.171 75.188 120.598 99.562 123.121 450.216 1083.19 793.012 1468.02 145.059 -11.954 -10.563 -16.645 -15.184 135.446 26.902 3.424 1.738 1.006 0.143 4.263 2.768 1.513 3.122 5.419 12.696 24.481 36.682 153.929 783.219 206.364 322.346 175.824 135.219 7.972 -1.658 -8.14 -8.952 -8.89 -8.909 -6.851 -8.861 -8.798 -8.179 -8.453 -6.943 -7.255 -6.647 -6.622 -3.689 11.212 178.166 -4.19 -4.882 3.516 11.829 4.048 82.899 161.409 24.589 5.112 0.972 4.832 1.062 -2.126 9.53 34.534 69.122 12.716 -0.752 4.453 13.035 12.631 33.134 233.127 24.477 25.511 37.819 41.166 11.668 16.776 3.451 11.495 0.818 -4.003 -3.967 -1.982 5.931 -0.724 4.07 9.548 1.244 1.699 40.202 20.795 11.641 4.416 115.105 355.891 27.768 14.288 10.494 3.766 7.531 8.893 328.494 87.31 14.441 7.097 6.485 9.944 24.146 9.581 0.433 -0.389 -0.204 0.331 0.459 -0.176 -0.089 1.677 5.708 2.521 2.645 2.845 1.206 3.715 0.749 -0.261 -0.127 0.279 0.084 -0.278 0.089 0.046 0.253 -0.304 2.803 0.248 -0.003 0.129 0.137 -0.442 1.07 4.655 7.637 12.54 5.466 2.814 8.006 4.934 0.506 5.108 99.324 131.581 23.061 169.312 1159.16 1794.43 1169.92 735.668 207.542 58.228 33.698 17.007 13.301 11.845 10.526 11.515
721 "S" 48.589 -0.349 -2.77 -5.312 6.262 76.929 247.552 385.327 1140.26 1957.93 283.378 131.534 97.149 92.762 105.801 183.523 81.003 85.612 154.191 145.858 85.383 83.903 95.338 33.393 43.219 73.194 273.897 5365.17 4413.02 4538.17 3996.65 2402.55 1412.64 755.165 446.294 433.492 475.509 469.586 538.297 707.691 1215.01 4744.81 225.305 108.442 57.192 62.788 53.963 14.882 5.412 62.279 -20.053 -16.049 24.877 31.1 -4.746 -11.609 -9.686 -4.293 19.567 50.433 238.132 1203.15 332.891 653.954 152.708 40.18 40.866 24.708 12.22 12.22 2.997 12.923 24.781 26.573 28.13 47.19 251.4 1014.91 234.267 143.636 37.074 6.706 1.272 -3.34 -5.28 102.988 22.872 5.336 2.703 0.588 -0.228 1.809 1.337 -0.959 -0.811 -0.25 2.018 4.418 7.565 52.37 268.841 63.638 82.867 44.445 34.589 3.611 0.971 -0.02 0.095 -0.122 0.153 -0.108 -0.055 -0.12 0.22 -0.267 0.139 -0.034 0.275 -0.089 0.997 17.975 120.615 3.431 0.893 5.103 10.562 6.295 3.91 35.671 16.684 0.778 1.087 0.593 0.348 -1.375 -1.062 7.516 17.231 2.179 -0.835 0.749 3.875 1.424 2.352 14.247 9 11.303 4.305 2.275 -1.707 -2.592 -2.229 -0.469 -1.805 -3.805 -3.508 -3.125 1.19 -2.487 -1.894 -0.456 -2.133 -3.773 4.128 5.82 1.649 -2.572 119.19 381.081 23.86 7.733 6.659 -0.533 3.507 11.073 385.498 96.456 15.703 7.515 7.745 5.325 7.447 5.689 1.003 0.317 -0.022 -0.495 -0.179 -0.246 -0.061 2.132 6.711 3.677 2.462 3.218 1.396 2.772 1.197 -0.136 0.108 0.065 -0.067 0.411 -0.198 -0.154 -0.028 -0.044 0.67 0.204 -0.156 -0.247 -0.097 -0.522 0.672 2.352 2.785 6.408 5.222 6.049 4.433 8.334 2.178 4.445 112.303 141.913 6.716 77.54 519.8 679.31 400.476 223.695 54.561 19.642 12.276 7.031 5.498 4.16 4.004 6.656
761 "K" 119.997 7.981 9.656 8.936 155.714 534.588 777.708 904.027 4385.43 8080.85 687.243 275.174 223.852 276.353 283.423 521.472 156.803 172.313 307.27 319.907 187.404 203.535 262.692 158.3 246.641 366.887 1254.01 22501.2 17438.8 19468.9 16983.7 9203.67 5116.19 1808.82 573.904 432.323 418.978 377.727 344.642 364.695 484.724 439.832 1796.24 709.794 307.034 333.281 287.364 186.627 135.506 199.193 82.237 101.663 219.348 206.279 113.351 106.59 117.113 152.154 264.748 410.15 1347.87 5636.71 1622.76 3305.55 648.515 178.448 198.733 139.833 115.729 115.729 57.039 71.539 105.054 157.446 175.386 277.306 1341.4 4752.93 1134.78 676 80.537 -4.77 -14.227 -17.479 -12.402 136.466 28.233 6.137 5.926 5.518 5.344 10.369 10.215 9.043 11.094 14.609 24.513 40.908 57.529 302.724 1395.63 314.873 426.161 210.836 156.153 16.503 5.208 0.319 -0.766 -1.144 -0.837 1.277 -0.66 -0.394 0.073 0.167 0.935 1.311 3.126 2.738 4.878 24.616 184.263 2.566 3.073 11.947 26.456 25.039 157.57 105.448 31.291 15.569 13.62 14.355 10.554 5.012 5.692 33.849 65.119 15.79 5.87 16.028 23.521 22.179 29.446 144.798 31.323 30.688 50.281 38.023 17.705 10.807 4.77 11.348 4.903 1.598 2.765 6.098 22.887 10.45 15.189 15.39 11.514 23.904 29.687 27.245 21.944 23.803 615.653 1806.83 84.604 31.895 35.805 14.025 11.171 74.717 1884.24 412.215 46.349 27.259 30.392 29.92 34.653 13.531 6.679 6.112 5.342 4.718 3.674 3.539 4.141 5.432 12.04 5.821 5.019 4.368 2.4 4.364 2.644 -0.037 0.262 -0.1 -0.038 -0.155 0.084 -0.035 0.226 0.919 3.781 0.912 0.638 0.411 1.145 1.124 3.293 8.67 14.493 20.77 13.39 12.67 16.853 21.789 18.911 43.366 546.706 682.526 43.933 418.151 2539.23 3093.43 1916.56 1064.95 231.094 60.338 35.236 14.738 11.051 8.928 9.945 13.507
771 "B" 141.816 10.333 10.689 11.982 57.881 215.08 493.611 756.882 4728.87 8549.39 689.674 229.653 182.945 307.805 284.59 497.426 106.657 142.745 315.054 331.579 169.311 217.299 280.259 137.386 230.012 365.187 1427.2 23067.1 18013.9 18623.7 17709.3 10726.3 6309.94 2033.66 565.2 389.219 377.829 352.934 312.145 326.977 462.17 368.28 2879.13 1217.61 418.643 394.639 382.27 269.424 178.652 228.774 109.368 129.236 269.038 238.839 129.871 125.125 132.949 171.487 283.271 446.671 1437.55 5916.78 1795.09 3762.87 735.423 175.51 156.11 183.726 116.8 116.8 57.424 71.665 107.369 165.975 176.957 273.671 1172.76 3403.41 2229.37 989.649 56.628 -16.596 -21.846 -27.942 -21.577 120.747 18.937 0.166 -0.293 1.066 1.261 6.48 6.864 6.939 8.872 14.36 25.3 46.164 70.121 338.562 1578.22 381.263 508.115 233.941 166.078 11.677 12.974 0.105 -0.321 -2.349 -2.319 0.16 -0.639 0.393 0.151 -0.502 2.708 7.159 5.159 2.273 4.707 18.906 176.493 6.886 9.147 45.236 70.161 123.007 193.494 245.502 45.178 31.816 23.609 26.896 16.59 10.055 13.994 44.954 84.189 22.646 13.682 31.546 33.127 29.516 97.97 688.019 42.731 38.394 61.782 65.891 30.684 72.476 15.554 20.384 11.875 10.31 10.493 12.489 33.664 26.205 26.216 26.152 26.256 24.478 37.414 42.107 50.855 40.781 438.758 1204.54 91.884 61.543 34.691 27.01 29.373 57.313 1169.98 259.14 35.981 20.173 24.97 32.169 30.163 11.644 5.803 3.565 2.909 4.651 4.234 6.139 9.359 7.144 12.22 5.754 5.354 5.072 2.607 4.864 2.063 0.132 0.207 -0.132 -0.187 0.036 0.408 -0.042 -0.337 0.761 2.9 1.187 1.131 0.078 1.308 0.986 2.806 11.417 18.106 20.406 11.796 13.632 14.428 18.083 18.119 39.992 353 436.751 65.524 469.481 2721.89 3457.08 2164.58 1228.56 249.667 58.76 34.286 10.357 6.412 5.295 5.511 8.437
791 "B" 95.378 7.05 7.356 8.354 47.407 187.656 439.065 645.259 3908.05 6798.71 539.873 204.821 171.334 268.391 226.735 360.579 129.881 133.861 261.369 267.913 169.488 200.089 234.485 140.47 227.276 354.254 1184.78 18961.4 16485.3 16914.2 14546.4 8649.72 4199.46 1365.53 424.828 332.816 319.836 284.424 244.653 260.171 348.893 320.664 1603.09 826.313 304.945 271.597 239.366 160.589 120.712 192.679 66.043 80.336 173.562 177.124 97.144 88.613 97.82 134.122 213.549 329.613 1301.21 5697.13 1295.39 2277.35 490.711 110.69 85.727 76.793 62.58 62.58 26.464 45.775 75.073 109.247 140.726 229.814 1088.34 3643.8 904.763 769.01 79.427 -21.452 -26.622 -28.643 -25.482 132.072 21.119 -4.255 -5.958 -6.661 -6.82 -2.734 -2.825 -3.766 -1.79 1.731 9.191 21.384 34.744 187.128 939.302 243.753 343.855 125.691 86.619 4.85 -5.535 -6.627 -7.106 -7.188 -6.676 -5.956 -5.675 -5.796 -5.203 -5.056 -4.288 -4.123 -2.769 -2.366 -0.363 19.372 194.766 -0.018 -1.204 7.177 14.823 6.219 4.287 61.891 13.618 0.222 5.371 3.957 4.818 0.174 10.555 20.454 45.29 9.108 1.775 6.962 11.913 15.616 32.562 284.21 19.812 22.335 33.522 15.144 4.907 0.247 11.848 9.476 3.124 -1.862 -2.045 -0.439 6.397 0.683 1.635 3.991 1.711 1.12 25.95 26.858 23.425 15.148 454.376 1350.93 75.977 33.607 19.853 12.092 10.48 57.842 1412.33 310.398 39.369 18.046 17.56 8.848 7.539 5.333 4.017 3.503 2.872 2.061 2.014 1.718 1.781 6.973 17.594 7.992 4.392 4.578 2.813 5.196 2.041 0.068 0.144 -0.15 -0.126 0.07 -0.051 0.171 -0.386 -0.27 1.662 -0.012 -0.368 -0.622 -0.309 -0.351 0.653 7.58 14.683 13.479 9.206 10.852 10.38 21.814 11.03 21.624 394.108 520.622 31.673 295.437 2116.87 2980.3 1408.18 774.606 166.861 45.761 22.611 6.633 3.925 2.131 2.073 4.487
821 "O" 125.49 6.357 5.71 5.943 31.015 133.73 308.943 523.266 3677.31 7264.19 651.573 216.253 169.83 254.242 245.789 444.447 97.373 116.524 250.748 279.23 148.005 188.92 240.508 109.186 171.985 256.348 943.362 17995.9 14672.5 15260.3 14889.9 8961.21 5733.92 1833.37 497.448 334.994 325.184 309.421 269.428 278.757 390.245 300.701 2042.5 1562.74 373.18 308.274 289.365 237.324 147.619 198.715 95.109 116.382 239.584 218.719 119.593 110.579 116.962 146.424 234.919 359.918 1133.01 4964.08 1537.49 3104.25 633.372 152.953 137.323 139.842 125.811 125.811 54.46 67.8 96.227 147.308 154.035 213.251 945.069 2895.42 1013.3 2087.5 213.602 -18.888 -18.659 -20.186 -16.646 111.98 18.17 1.115 1.728 2.367 1.819 6.388 6.874 6.3 7.742 11.128 20.66 35.481 48.753 244.421 1303.32 320.847 400.379 198.813 149.849 12.379 4.738 1.483 0.718 -0.682 -0.489 1.223 -0.313 -0.077 0.359 0.1 0.836 0.533 1.833 1.713 4.495 17.164 161.288 4.479 2.866 9.61 16.781 8.056 19.35 62.121 16.844 5.08 7.364 7.413 7.483 3.252 14.543 34.819 66.392 15.546 5.811 17.848 30.899 16.384 47.052 349.903 44.821 48.631 67.812 19.223 18.664 4.588 3.488 31.34 14.142 -1.492 -1.511 1.372 26.815 3.876 6.542 8.416 5.589 1.392 16.736 26.547 28.182 14.046 374.658 1056.15 70.489 39.241 36.999 21.091 16.98 46.792 1076.2 249.028 36.11 12.875 13.511 6.386 9.198 5.616 1.565 1.526 1.168 1.791 1.482 1.072 0.699 4.752 11.903 4.762 2.898 3.91 1.172 2.645 0.706 -0.312 0.072 0.138 0.17 -0.047 -0.05 -0.195 0.346 1.007 8.498 1.538 1.08 1.401 1.938 1.768 3.787 17.591 23.882 17.378 9.78 6.211 9.995 16.19 11.272 21.621 317.062 400.379 42.865 342.275 2171.26 2922.77 1796.34 1018.86 221.894 61.59 33.852 13.487 10.089 8.664 8.022 9.944
851 "K" 108.195 5.071 3.56 3.144 28.96 122.32 346.643 492.676 2370.25 4376.42 547.831 217.527 155.059 193.333 213.51 396.843 105.988 131.429 268.445 275.525 152.799 183.912 233.136 126.954 174.102 282.012 835.674 11434.1 8873.5 8819.22 8492.02 5213.29 3372.74 1180.47 353.719 258.929 263.308 262.516 240.706 253.123 354.902 295.028 1120.15 869.232 281.313 243.114 230.368 177.881 122.832 193.409 64.728 79.94 191.172 162.169 80.305 72.995 76.687 94.712 155.472 250.284 687.591 2846.22 912.415 1810.15 388.324 96.609 91.454 104.138 93.37 93.37 34.798 47.682 72.216 106.672 102.867 136.807 577.518 1570.74 634.131 898.82 130.816 0.049 -6.284 -10.217 -6.971 155.08 35.966 10.378 7.395 6.021 5.301 7.776 6.838 5.285 6.058 7.62 11.874 21.557 30.152 139.583 750.929 195.535 270.953 148.675 110.552 13.265 2.982 1.145 -0.1 -0.561 -0.601 2.121 -0.911 -0.754 -0.73 -0.618 -0.032 -0.494 0.285 0.215 2.297 20.478 199.456 3.568 0.767 7.513 15.278 6.316 4.803 44.838 16.041 0.758 1.111 0.698 0.336 -0.953 7.994 25.302 48.054 7.624 1.719 4.491 6.372 12.304 28.219 262.474 18.579 18.86 15.745 34.749 8.842 2.214 1.84 6.878 -0.989 -3.594 -3.304 -2.24 1.47 -1.404 1.928 3.767 -0.064 -1.008 17.299 15.27 11.494 5.935 194.163 551.876 30.763 12.017 6.021 2.834 5.792 24.575 579.191 123.709 13.409 5.435 5.07 1.6 2.428 1.631 -0.104 0.032 0.21 -0.071 -0.381 -0.483 -0.032 2.279 7.576 2.954 2.363 3.34 1.269 3.419 0.954 -0.15 -0.089 0.123 0.09 -0.173 0.017 -0.041 0.208 -0.002 1.674 0.62 0.495 -0.138 0.615 0.209 1.611 5.097 8.315 13.995 6.958 4.598 5.688 8.371 7.38 13.796 174.5 222.771 38.857 218.862 1265 1697.9 1067.54 609.235 140.096 31.183 13.811 2.788 0.883 0.713 0.99 3.059
871 "S" 71.811 4.844 4.787 4.717 36.712 145.403 355.944 490.708 2115.66 3837.66 446.64 196.7 157.674 169.768 176.267 303.688 114.453 130.575 233.513 232.5 149.799 170.893 200.027 124.853 176.51 272.249 759.915 9686.01 8229.56 8711.21 7661.94 4582.86 2488.95 929.411 331.677 279.615 306.889 267.388 258.542 289.949 395.151 434.551 854.51 458.681 196.77 186.789 162.142 108.239 81.105 142.509 37.772 47.518 116.094 112.235 53.518 47.595 52.233 69.617 124.488 203.67 662.384 2777.44 732.401 1421.33 280.216 65.384 71.381 60.903 44.806 44.806 19.463 35.631 56.306 72.212 82.26 127.993 570.537 1775.5 547.724 409.943 48.029 -1.609 -6.673 -10.805 -7.589 123.667 23.794 4.308 2.015 1.128 0.819 4.745 3.711 2.484 2.67 3.715 10.845 17.892 21.909 113.903 596.286 143.916 187.59 97.855 72.819 14.334 2.071 0.811 -0.101 -0.238 -0.21 0.084 -0.268 0.05 0.406 -0.234 0.177 0.318 1.234 1.02 3.367 21.412 166.553 2.638 3.588 11.103 18.79 11.884 31.327 80.732 20.474 4.567 4.802 5.159 3.795 1.247 4.509 18.263 32.818 8.205 2.347 8.73 19.858 12.782 22.426 131.809 27.296 27.127 17.407 7.112 3.408 0.2 9.736 6.251 0.674 -1.847 -1.665 -0.348 12.678 1.248 4.169 6.787 1.383 1.04 12.787 12.787 14.587 10.243 240.034 667.591 41.68 15.422 17.204 3.544 5.806 31.639 695.613 146.187 16.614 7.082 7.431 6.66 9.744 5.048 1.775 0.398 -0.428 -0.718 -0.777 -0.976 -0.436 2.724 9.579 3.662 2.541 3.37 1.569 3.812 1.331 -0.159 -0.066 -0.215 0.328 0.249 0.261 -0.276 -0.172 0.34 2.509 1.121 0.322 0.393 0.94 0.484 2.791 6.466 10.471 15.582 9.373 6.951 9.146 12.605 9.605 16.293 208.727 257.946 26.995 187.601 1168.79 1506.86 840.791 458.546 94.795 21.332 10.118 2.441 0.903 0.708 0.949 3.424
911 "B" 15.819 -8.24 -9.39 -11.706 -5.219 55.437 176.877 264.834 762.286 1631.91 238.406 129.298 98.376 93.199 81.12 106.619 59.557 65.78 108.186 97.659 67.705 56.285 62.948 26.968 38.081 61.389 201.679 4055 3600.84 3682.01 3326.84 2023.41 1141.31 616.211 367.993 363.306 402.449 370.777 431.69 575.43 1036.02 6297.78 222.334 125.996 85.301 74.59 71.271 31.976 28.05 94.638 0.495 -4.022 13.156 15.396 0.229 -2.695 -1.38 2.335 14.08 30.268 191.087 1060.49 276.256 514.598 121.639 36.143 28.412 20.145 12.661 12.661 5.389 13.398 25.293 17.5 18.136 30.573 200.451 797.9 185.164 116.035 34.818 7.816 4.29 -1.372 -3.149 113.704 29.864 7.8 4.79 2.454 1.559 3.331 2.673 0.321 -0.506 -0.452 3.883 3.017 2.064 29.643 207.347 55.472 65.11 27.963 21.997 4.564 1.556 1.874 0.58 -0.163 -0.179 0.361 -0.228 -0.03 -0.059 -0.437 0.086 0.207 0.961 0.517 1.219 18.978 136.468 7.543 3.748 7.293 13.146 8.736 4.027 10.769 18.002 1.494 3.17 2.733 2.637 1.935 4.05 6.418 11.445 3.629 1.552 4.847 10.283 3.825 8.593 30.868 15.171 16.029 9.21 6.421 1.886 0.511 0.825 2.868 1.423 -0.524 -0.724 -0.323 7.171 0.659 -0.292 0.309 1.034 -0.224 5.08 6.849 7.827 2 104.256 316.774 22.011 10.236 10.807 2.076 6.187 11.03 319.578 78.815 11.275 5.938 5.201 2.898 1.686 1.299 0.563 0.391 -0.131 -0.294 -0.318 -0.044 -0.216 0.808 3.449 1.621 1.786 3.447 1.185 2.188 0.637 -0.326 0.048 0.241 0.099 -0.122 -0.175 0.281 -0.072 -0.006 0.301 -0.218 -0.534 -0.114 -0.015 -0.606 0.96 2.431 3.196 4.157 3.445 4.051 3.586 6.885 3.029 5.094 89.915 119.502 7.59 64.229 431.921 565.761 287.247 157.669 29.542 8.755 4.311 1.894 1.473 1.18 1.167 3.759
